But	Maar
Conventions	Streekbyeenkomste
earliest	vroegste
column	kolom
More	Meer
becoming	raak
feature	aspek
informally	informeel
had	dit
taken	geneem
fired	afgedank
have	se
allowing	toelaat
hinder	verhinder
obeying	gehoorsaam
to	tot &apos
focused	toegespits
Three	Drie
total	altesaam
billion	miljard miljard
in	&#93
losses	verliese
before	aan
core	kern
declaring	verklaar
search	na
a	goeie
low	swak
esteem	selfbeeld
instituted	ingestel
Catholicism	Katolisisme
escape	spring
to	om tot
Spanish	Spaanse
heretics	ketters
on	is
reduce	om
one	hê
up	geword
exceptionally	besonder
responsible	verantwoordelike
show	getoon
certain	seker
thyroid	skildklier
enlarged	vergrote
constant	heeltyd
—	in
imprisoned	gevangenis
he	het
with	omdat
phrase	frase
more	selfs
remarkable	merkwaardiger
Of	Die
leads	lei
addiction	verslaafdheid
is	natuurlik
warm	hegte
wise	verstandige
days	destyds
district	streekopsiener
figurative	figuurlik
patients	pasiënte
been	reeds
weakened	verswak
smiling	glimlag
at	vir
household	huis
likely	sal
be	moontlik
tested	getoets
little	geen
best	goed
can	moontlik
prevalent	algemeen
climate	klimaat
bad	erg
involved	nie
embarrassment	verleentheid
piano	klavier
residents	inwoners
cared	versorg
positions	posisies
right	regter
left	linkerhand
mine	myne
prepared	berei
took	was
sophisticated	gesofistikeerde
manufacture	vervaardig
leaves	blare
the	middel
photosynthesis	fotosintese
circumcised	besny
really	waarlik
sadness	droefheid
aging	bejaarde
if	Gestel
returned	het teruggekeer
till	tot
away	vertrek
get	gaan
out	weg
touch	raak
nothing	nie
utensils	voorwerpe
shown	bewys
practiced	beoefen
Asian	Asië
mandate	opdrag
lamented	gesê
Should	Behoort
resolve	besluit
printed	gedruk
at	volgens
has	was
expansion	uitbreiding
headquarters	hoofkwartier
confused	verwar
contrast	kontras
station	stasie
hidden	weggesteek
heart	hartjie
Contributed	Bygedra
Whoever	Elkeen
upright	opregte
maintained	behou
led	tot
widely	baie
passenger	passasier
Less	Minder
the	en
spot	plek
printing	drukpers
age	ouer
enthusiastic	entoesiasties
conversation	praat
exhibition	tentoonstelling
reminded	herinner
saying	gesegde
coin	muntstuk
embraced	aangeneem
studying	gestudeer
check	gaan
intended	bedoel
Indian	Indiaanse
off	uit
hypocrisy	skynheiligheid
when	by
he	
desiring	wat
..	&#93
are	nie
command	gebod
vindicate	regverdig
wiser	verstandiger
Ironically	ironies
prohibited	verbode
lock	slot
reasons	rede
rejoicing	vreugde
work	neem
progressively	geleidelik
the	hele
pure	rein
which	waaruit
virtuous	deugsame
trying	moeilike
Even	Maar
sin	sondes
ransom	losprysoffer
meeting	vergaderplek
Department	Departement
intensify	verskerp
implementation	implementering
improving	verbetering
staff	personeel
corrupt	korrupte
elements	elemente
card	kaart
With	By
counted	gereken
Committee	Takkomitee
first	allereers
peaceable	vredeliewend
hypocritical	huigelagtig
were	
assigned	gevra
cleanliness	reinheid
colored	gekleurde
riders	ruiters
does	kry
prophesying	profeteer
them	Hulle
therefore	daarom
stress	beklemtoon
listed	wat
caves	grotte
scrolls	boekrolle
following	om
to	doen
philosophies	filosofieë
round	ronde
stood	staan
horizon	horison
beams	balke
yellow	geel
sitting	gesit
Thanks	dank
indescribable	onbeskryflike
chat	kletskamers
speech	woorde
love	verlief
genome	genoom
by	dat
scientists	wetenskaplikes
be	met
container	houer
well	put
Finally	uiteindelik
lakes	mere
thereby	daardeur
formally	formeel
have	stel
he	maar
damage	skade
into	tot
place	posisie
hardest	moeilikste
cope	verduur
living	vir
reign	heerskappy
mention	melding
specifically	spesifiek
drive	ry
staying	gebly
In	Deur
be	laat
seduced	verlei
effect	t
	ware
conquer	oorwin
appearing	verskyn
telling	vir
	genoem
unbeliever	ongelowige
period	lank
relations	geslagsomgang
online	Internet
raised	grootgemaak
services	kerkdienste
terrified	verskrik
pleaded	gepleit
may	
apology	verskoning
	vra
those	Daardie
have	beslis
since	sedertdien
vision	gesig
Saint	Sint
early	Vroeg
pilgrims	pelgrims
monastery	klooster
Religion	godsdiens
admits	erken
	beskou
neither	nie nie
strictly	streng
Semitic	Semitiese
lawful	geoorloof
To	wil
thoroughly	deeglik
blessing	seëning
means	middele
about	is
removing	verwyder
on	onder
pretext	voorwendsel
sacredness	heiligheid
heard	verhoor
fervently	vurig
minds	verstande
Crete	Kreta
Was	Is
harm	kwaad
cause	aanrig
treasure	kosbaar
unselfish	onselfsugtige
are	tog
a	goed
in	n
who	en
a	in
for	moet
test	beproewing
known	welbekend
anthropologist	antropoloog
day	dag dag
for	neem
part	gedeelte
so	geval
At	By
	pas
article	&quot
&quot	Die
opened	oopgestel
creations	skeppingswerke
result	Weens
stress	spanning
gambling	dobbel
smoking	rookgewoonte
an	na
were	wat
Caleb	Kaleb
continue	met
die	gesterf
grave	graf
daughter	dogtertjie
toys	speelgoed
steps	treë
gate	hek
dioxide	koolstofdioksied
oceans	oseane
reacts	reageer
them	hulle om
remove	wegneem
dna	dns
junk	rommel
a	en
orthodox	ortodokse
foreign	buiteland
disappearing	verdwyn
fed	gevoed
Bethsaida	Betsaida
toward	na
Capernaum	Kapernaüm
a	hy
closest	naaste
frank	reguit
clear	weg
ones	mense
Nothing	Niks
death	gesterf
commenting	kommentaar lewer
greeting	groet
new	nuwelinge
appealing	aantreklik
see	insien
patience	lankmoedigheid
broke	gebreek
deaths	dood
stories	verhale
choose	besluit
On	As
the	jy
hand	andersyds
if	kan
offer	te
journals	tydskrifte
found	word
country	platteland
rivers	riviere
dedication	toegewy
exiles	ballinge
remembered	aan
existing	wat
here	kom
race	mensdom
verse	Bybelvers
sums	som
loved	lief
should	mag
James	Afrikaanse
Version	Bybelvertaling
Change	Verander
width	wydte
currently	huidiglik
selected	gekose
Besides	Behalwe
enormous	enorme
implications	implikasies
of	menigte
locked	opgesluit
statistics	statistiek
buckets	emmers
tears	trane
shed	gestort
confusion	verwarring
anxiety	kommer
suffered	verduur
nights	nagte
family	hulle
members	gesinslede
sleepless	slapelose
insight	verstaan
parent	ouers
drinks	drink
Some	&apos
but	anders
prophecies	Bybelprofesieë
mention	meld
composite	saamgestelde
aunt	tannie
awkward	ongemaklik
so	soveel
know	kennis
truth	godsdienswaarheid
did	wel
understand	besef
prostitute	prostituut
lion	leeu
bear	beer
skinned	gestroop
thrown	rondgegooi
willingness	gewilligheid
let	vir
loyal	getroue
ones	word
Cameroon	Kameroen
well	heel
harm	skade berokken
To	As
be	iemand
reminded	daaraan herinner
provision	voorsiening
mate	maat
arrangement	huweliksreëling
religions	godsdiens
is	neem
ages	ouderdomme
lie	lê
system	wêreldstelsel
Students	Studente
seals	seëls
appointed	bestemde
leaders	kerkleiers
exposed	kaak
under	Onder
Head	Hoof
restored	herstel
scenes	skerms
Concerning	aangaande
observes	sê
Medes	Meders
Persians	Perse
150,000	150 000
households	huisgesinne
their	om
housing	behuising
	lank
even	Selfs
demonstrate	toon
repentance	berou
cry	roep
much	het
coward	lafaard
inhabited	hele
looked	kyk
bird	voël
both	beide
fond	lief
exiled	verban
prize	prys
Each	Elkeen
being	ek
ones	dié
does	sê
to	gemaak
field	veld
visits	besoeke
you	sal
well	verstandig
relating	verband
to	in te
2,500	2 500
dance	dans
cranes	kraanvoëls
All	Alle
models	modelle
shall	moet
parties	partye
case	saak
objected	beswaar
newfound	nuutgevonde
give	prysgee
receive	word
encouragement	aangemoedig
assemblies	byeenkomste
pick	pluk
yourself	self
fresh	vars
vessels	vaartuie
to	op te
favors	gunste
minimize	minimum beperk
mild	saggeaard
lowly	nederig
suitable	gepaste
remarked	gesê
are	doen
such	&apos
paragraphs	paragrawe
led	het
recent	Onlangse
couples	Egpare
some	een
Bethelites	Betheliete
needless	onnodige
association	omgang
display	openbaar
knowing	wete
providing	&apos
build	opbou
bought	gekoop
reads	lui
Dinah	Dina
used	gewoonlik
out	uitgegaan
Over	Meer
human	mensdom
been	daarin
occurred	het
Emperor	keiser
	Daar
that	toe
chance	kans
unthinkable	ondenkbaar
standpoint	standpunt
anointed	gesalf
interests	belang
some	Party
divisive	verdelende
traveling	reis
what	waaraan
pity	medelye
approve	goedkeur
Our	ons
challenging	uitdagende
babies	babas
bigger	groter
estimated	ongeveer
floating	drywende
Lake	die
have	meer
mention	van
interest	interessant
influential	invloedryke
descriptions	beskrywings
hell	hel
developed	ontstaan
where	waarin
inclined	geneig
plague	plaag
surprising	verbasende
apathy	onverskilligheid
burned	verbrand
children	kind
comparing	vergelyk
requested	gevra
creatures	diertjies
cited	aangehaal
seeds	sade
likelihood	moontlikheid
pharmaceutical	farmaseutiese
studied	studeer
set	het
destruction	vernietig
comes	word
imitating	ons navolg
visiting	wat
area	omgewing
may	dit
ill	nie
-	goed
looked	het
Saturday	Saterdag
charge	beheer
moving	wat
of	klomp
are	daarvan
	word 
hardened	verhard
commonly	gewoonlik
production	vervaardiging
each	elk
tens	tienduisende
rockets	vuurpyle
devices	toestelle
targets	teikens
biological	biologiese
heavy	groot
carried	het
Asia	Klein Asië
Minor	-
Ethiopian	Ethiopiër
combined	tesame
is	vorm
were	met
goat	bok
verified	bevestig
gave	aan
fight	veg
against	nie
deliver	red
twenty	twintig
move	rondbeweeg
please	wil
are	gee
closely	nou
bloodless	bloedlose
surgery	chirurgie
last	hou
building	bouwerk
view	die
lecture	toespraak
caught	het
1,500	1 500
Following	volg
Rebekah	Rebekka
ensued	gevolg
brochures	brosjures
have	kan
become	
adept	bedrewe
at	daarin
lots	baie
attending	om
ministers	pionierbedienaars
harmless	onskadelike
transformed	verander
of	dit
League	Volkebond
	was 
survivors	oorlewendes
today	vandag
cultures	kulture
require	vereis
bride	bruidsprys
price	betaal
in	volgens
jackals	jakkalse
couldn	kon
sent	stuur
complete	hele
job	taak
out	uitgehaal
undermine	ondermyn
Cyprus	Ciprus
wouldn	sal
printery	drukkery
receives	ontvang
Caribbean	Karibiese Eilande
writer	Skrywer
praised	het geprys
Those	hierdie
A	Die
walled	ommuurde
with	ook
Still	Nietemin
apologized	verskoning gevra
disrespectful	oneerbiedig
To	In
do	laat
justice	geskied
determination	voorneme
regretted	spyt
spending	dat
index	indeks
Using	gebruik
speed	vinnig
guns	vuurwapens
minute	minuut
battlefield	slagveld
estimated	geraamde
distances	afstande
it	wat
ranging	wissel
light	ligjare
1,000	1000
wholesome	opbouende
part	gevalle
	gee
individual	afsonderlike
serving	ek
the	&quot
Author	Outeur
told	het vertel
far	beslis
Reports	Verslae
trace	spoor
silent	stille
shadow	skaduwee
may	is
otherwise	andersins
benefit	vind baat
by	deurdat
forgiven	vergewe
endless	eindelose
lightning	weerlig
cloud	wolk
Consider	Kyk
named	genoem
involves	sluit
dwell	woon
chance	geleentheid
cook	kook
clean	skoonmaak
shop	inkopies
vehicle	voertuig
Unfortunately	Ongelukkig
anxiety	angs
mutual	wedersydse
selected	gekies
review	hersien
regard	beskou
accurately	akkuraat
expectation	verwagting
inhabited	wêreld
than	nie
recommend	beveel
therapy	terapie
cheap	goedkoop
expensive	duur
parchment	perkament
medieval	Middeleeuse
monasteries	kloosters
illustrated	geïllustreerde
Bibles	Bybels
avoid	moenie
to	nie
go	in
action	tree
with	terwyl
activities	dinge
	gesê
teacher	onderwyser
earns	verdien
rare	selde
By	In
Halls	Koninkryksale
Halls	Byeenkomssale
built	opgerig
humans	mens
Where	Wanneer
At	Die
Buddhist	Boeddhistiese
day	rusdag
Their	Die
validity	geldigheid
reasoning	redenasie
believe	dat
for	voor
dedication	wy
sent	ingestuur
Atonement	Versoendag
having	ons
chain	reeks
deeply	diepe
time	in
indefinite	ewigheid
subsequent	daaropvolgende
free	gratis
own	nie
misleading	misleidende
Only	Slegs
mechanical	meganiese
produce	produseer
exclusive	uitsluitlike
devotion	toewyding
ones	kinders
walked	gestap
As	van
present	aanwesiges
renewed	hernieude
imagine	jou voorstel
shock	geskok
thing	nie
curtains	gordyne
windows	vensters
regardless	ongeag
girl	dogtertjie
in	waarvan
is	stem
similar	ooreen
Historian	geskiedskrywer
form	&apos
real	eintlike
be	om
momentous	betekenisvolle
correctly	tereg
of	-
Jonah	Jona
did	is
With	As
logical	logies
literal	letterlik
value	belangrik
considering	ag
end	uiteinde
tombs	gedenkgrafte
married	getroude
people	persone
anxious	besorg
spending	om
nursing	verpleeginrigting
headquarters	wêreldhoofkwartier
a	net
woe	wee
justify	regverdig
deceiving	bedrieg
reasoning	redenering
describes	beskrywing
power	wêreldmoondheid
ruin	vernietig
similar	dieselfde
at	langs
Supreme	Hooggeregshof
world	die
organizational	organisatoriese
was	tot
sacrifice	opoffer
coming	hy
saved	gestoor
buses	busse
entrances	ingange
overheard	gehoor
and	maar
wisdom	verstandig
some	&apos; n
displaying	openbaar
reply	antwoord
Accordingly	Daarom
&apos;s	hom
approval	goedkeuring wegdra
Likewise	ook
witnessing	getuig
by	ons
of	lank
thus	aldus
by	
into	het
archaeological	argeologiese
place	plaas
creatures	menseskepsele
Judgment	Oordeelsdag
wiped	uitgewis
thirst	dors
down	
displeasure	misnoeë
enslavement	slawerny
joined	by
deteriorated	agteruitgegaan
There	Dit
danger	gevaarlik
bush	bos
Pacific	Pasifiese
Islands	Eilande
What	Waarom
gardens	tuine
history	Bybelgeskiedenis
sang	gesing
So	Maar
Afterward	Daarna
organizations	organisasies
at	wees
Besides	Benewens
courage	moedig
reverential	eerbiedige
Ministry	Koninkryksbedieningskool
periodically	tyd tyd
congregational	gemeentelike
Pioneer	Pionierdiensskool
effective	bekwamer
activity	te
producing	om
mistake	fout
allowing	laat
into	deel
couples	egpare
United	Amerikaanse
hearing	gehoor
argue	voer
prophetic	profeties
2,520	2 520
starting	beginpunt
reward	beloon
diligent	ywerige
fight	stryd
compulsive	kompulsiewe
gambling	dobbelary
whom	hulle
Years	Jare
grew	groot
up	was
all	die
continued	aangehou
50,000	50 000
extinction	uitsterwing
high	n
ranking	hooggeplaaste
effect	effek
up	meer
Stay	Bly
flour	meel
to	gehad
herself	haar
characteristic	kenmerkende
famous	bekend
Finally	slotte
approach	benadering
ignorant	onkundig
mythology	mitologie
indicates	dui
velocity	snelheid
glaciers	gletsers
has	in
doubled	verdubbel
Upon	Nadat
return	teruggekeer
problems	ondervind
put	hulle
personality	persoonlikheid beklee
appointment	aangestel
generous	vrygewige
exploitation	uitbuiting
	hiermee
1	15
made	in
forth	n
&quot	in
the	Bybel
breaking	om
breaking	breek
former	eertydse
ideas	godsdiensidees
wrongly	verkeerdelik
Memorial	Gedenkmaalembleme
emblems	gebruik
ministry	velddiens
with	jy
school	skoolgaan
you	jou om
fearless	onbevrees
positive	goeie
set	ondergaan
In	Om
golden	goue
age	era
Incas	Inkas
the	ek
became	geraak
negative	negatief
irritable	geïrriteerd
is	&#91
distribute	versprei
both	die
valley	dal
	
thy	u
rod	stok
Thousand	Duisendjarige
Reign	Heerskappy
will	nog
free	wilsvryheid
distress	nood
compass	kompas
everyday	alledaagse
Before	voordat
topics	onderwerpe
critical	kritiek
survived	het oorleef
course	lewensweg
lover	liefhet
recent	laaste
sought	probeer
age	eeue
longing	verlange
knowledge	Bybelkennis
simplified	vereenvoudigde
aids	Bybelstudiehulpe
Listening	Luister
Teacher	Onderwyser
seemed	blykbaar
That	Dat
fight	stry
the	mense
&quot	
holds	hou
common	eie
denominations	denominasies
readily	maklik
currently	oomblik
	bly
Look	kyk
was	was &apos
knew	geken
applying	toepassing
needle	naald
gates	poorte
As	so
overwhelm	oorweldig
trusting	vertrou
discovery	ontdekking
off	naby
Western	Wes
predecessor	voorganger
astronomical	sterrekundige
telescope	teleskoop
all	in
out	hulle
Girls	Meisies
body	lyk
assigned	gestuur
band	groepie
arrived	aankom
replaced	vervang
reasonable	redeliker
fullness	volheid
let	toelaat
train	oplei
to	waarop
transmitted	oordraagbare
50th	50ste
over	deur
persons	persone
bias	vooroordeel
issue	geskilpunt
rotten	slegte
saying	woord
cut	het
having	nadat
help	te
load	las
cooperative	samewerking
through	uit
on	te
Appropriately	gepas
then	derhalwe
woman	Christenvrou
attacked	aangeval
rapist	verkragter
Words	Woorde
felt	ervaar
Even	Tog
possessed	het
allow	staat
calculate	bereken
precise	presiese
oppression	verdrukking
rebuked	bestraf
would	kon
being	as
death	lewe
still	nog steeds
seen	&apos
complete	volledige
so	en
accepted	het
Jas	Jak
whom	deur
heads	kop
Coptic	Koptiese
containing	wat
sums	somme
placed	het
song	lied
Shunem	Sunem
passed	het
is	sit
nonblood	bloedlose
management	behandeling
after	Nadat
Close	nader
provides	gee
quit	opgehou
he	en
around	rond
joy	vreugdevol
relates	verband
peace	vredeliewende
Born	gebore
symbolized	gesimboliseer
	jarige
August	Augustus
With	Aangesien
sentiments	voel
wonderfully	wonderbaar
made	is
..	... ..
	tyd
Spirit	gees
Meaning	betekenis
Spiritual	geestelike
Temple	tempel
quality	lewensgehalte
heads	gesinshoofde
gathered	bymekaargekom
together	om
nation	volk
myself	ek
I	dit
balanced	gebalanseerd
immune	immuun
discouragement	ontmoediging
represented	het
rule	regeer
Mediterranean	Middellandse See
huge	ontsaglike
sea	seevlak
great	Groot
compassionate	medelydende
early	kleins
age	af
-	begin
organic	organiese
foods	kosse
hurt	benadeel
grooming	persoonsversorging
recreation	ontspanning
	nie 
into	teen
tool	gereedskap
encouragement	aanmoedig
Those	diegene
friend	vriendin
complaining	kla
whether	hetsy
materially	materieel
upright	regskape
diarrhea	diarree
consideration	bedagsaamheid
investment	belegging
die	dood
anyone	enigeen
marvelously	wonderlik
designed	ontwerpte
expressions	uitinge
grateful	dankbare
close	noue
standards	Bybelstandaarde
grievous	ernstige
mistake	fout begaan
if	gestel
suggest	kenne
be	kan
moved	getref
spectacular	skouspelagtige
That	daardie
Philip	Filippus
evangelizer	evangelis
perilous	gevaarlike
opposite	ander
sex	geslag
disown	verloën
torture	folterpaal
many	verskillende
had	´
luck	geluk
wrote	het geskryf
and	het
Buenos	Buenos Aires
Argentina	Argentinië
antichrist	antichris
For	Dit
dedication	toewy
meditate	daaroor
life	die
invented	uitgevind
about	omstreeks
tablets	kleitablette
papyrus	papirus
choices	besluite
nearby	nabygeleë
suffer	ondervind
exile	ballingskap
sinned	gesondig
Lamentations	Klaagliedere
To	vir
set	wat
overtake	inhaal
offer	bied
Eventually	Uiteindelik
employer	werkgewer
can	
trusted	betroubare
additional	ekstra
land	grond
gdr	ddr
diplomatic	diplomatieke
conflict	konflik
risk	kanse
entitled	titel
Nation	nasie
the	The
baskets	mandjies
figs	vye
living	leef
old	bejaardes
disabled	gestremdes
Even	Nog
work	deelgeneem
group	Groep
met	het
temptations	versoekings
surrounding	omliggende
400,000	400 000
ships	skepe
up	met
	duur
At	Wanneer
give	lewer
testimony	bewys
neighbors	medemens
seekers	waarheidsoekers
on	Op
near	byna
hazardous	gevaarlik
socially	sosiaal
and	om
give	dit
a	groot
